Date,SPY,TLT
2020-07-23,298.99896240234375,144.2269744873047
2020-07-24,297.0733642578125,144.2184600830078
2020-07-27,299.23974609375,143.6831817626953
2020-07-28,297.34185791015625,144.67721557617188
2020-07-29,300.99871826171875,144.43084716796875
2020-07-30,299.9248046875,145.38238525390625
2020-07-31,302.2948303222656,145.28900146484375
2020-08-03,304.396484375,144.5574951171875
2020-08-04,305.57220458984375,145.93548583984375
2020-08-05,307.4700622558594,144.65956115722656
2020-08-06,309.5254821777344,145.46766662597656
2020-08-07,309.7476806640625,144.49794006347656
2020-08-10,310.6734619140625,143.8515167236328
2020-08-11,308.1090087890625,142.14181518554688
2020-08-12,312.4046936035156,140.84890747070312
2020-08-13,311.8399658203125,139.34336853027344
2020-08-14,311.8491516113281,138.7989501953125
2020-08-17,312.8398132324219,139.14776611328125
2020-08-18,313.51568603515625,140.14291381835938
2020-08-19,312.2103271484375,139.26681518554688
2020-08-20,313.182373046875,140.52569580078125
2020-08-21,314.2933654785156,141.3677215576172
2020-08-24,317.4781799316406,141.1381072998047
2020-08-25,318.5890808105469,140.057861328125
2020-08-26,321.7831726074219,139.52203369140625
2020-08-27,322.4867248535156,137.14886474609375
2020-08-28,324.5697937011719,137.04673767089844
2020-08-31,323.39410400390625,137.9569549560547
2020-09-01,326.43994140625,139.5348358154297
2020-09-02,331.1615905761719,140.8632354736328
2020-09-03,319.7649230957031,141.26351928710938
2020-09-04,317.15411376953125,138.58114624023438
2020-09-08,308.4886169433594,139.43264770507812
2020-09-09,314.58038330078125,139.05795288085938
2020-09-10,309.1181335449219,139.76475524902344
2020-09-11,309.2754821777344,140.06280517578125
2020-09-14,313.3490295410156,140.05426025390625
2020-09-15,314.93218994140625,139.71365356445312
2020-09-16,313.68231201171875,139.29638671875
2020-09-17,310.9234313964844,139.72218322753906
2020-09-18,307.3438720703125,139.28793334960938
2020-09-21,303.9231872558594,139.9946746826172
2020-09-22,307.01849365234375,139.8839874267578
2020-09-23,299.8984375,140.0713348388672
2020-09-24,300.69775390625,140.60780334472656
2020-09-25,305.5592346191406,140.60780334472656
2020-09-28,310.6343688964844,140.2074737548828
2020-09-29,308.9425048828125,140.3693389892578
2020-09-30,311.2850341796875,139.0238800048828
2020-10-01,313.2834777832031,139.2532196044922
2020-10-02,310.30902099609375,138.7332000732422
2020-10-05,315.811767578125,136.02256774902344
2020-10-06,311.32220458984375,136.75558471679688
2020-10-07,316.7411804199219,135.75828552246094
2020-10-08,319.5484313964844,136.49130249023438
2020-10-09,322.4020080566406,136.46575927734375
2020-10-12,327.58868408203125,136.90052795410156
2020-10-13,325.4507751464844,137.8808135986328
2020-10-14,323.40582275390625,138.19622802734375
2020-10-15,323.0060729980469,137.95751953125
2020-10-16,322.8110046386719,137.57391357421875
2020-10-19,317.9031677246094,137.0539093017578
2020-10-20,319.17657470703125,135.7497100830078
2020-10-21,318.5723571777344,135.28085327148438
2020-10-22,320.3198547363281,133.8743438720703
2020-10-23,321.40740966796875,134.69271850585938
2020-10-26,315.4678039550781,135.94573974609375
2020-10-27,314.3802795410156,136.85792541503906
2020-10-28,303.6351623535156,136.9857940673828
2020-10-29,306.7210998535156,135.65594482421875
2020-10-30,303.5235900878906,134.31768798828125
2020-11-02,306.92547607421875,135.32371520996094
2020-11-03,312.3446350097656,134.53872680664062
2020-11-04,319.3252868652344,137.45716857910156
2020-11-05,325.552978515625,137.69606018066406
2020-11-06,325.47857666015625,136.0320281982422
2020-11-09,329.5685729980469,133.1732940673828
2020-11-10,329.08526611328125,132.4053192138672
2020-11-11,331.52984619140625,132.88314819335938
2020-11-12,328.3136901855469,135.1444854736328
2020-11-13,332.85894775390625,134.96533203125
2020-11-16,337.01385498046875,134.6410369873047
2020-11-17,335.20135498046875,135.52003479003906
2020-11-18,331.1672668457031,135.9125213623047
2020-11-19,332.5616149902344,136.6122283935547
2020-11-20,330.2841491699219,137.82400512695312
2020-11-23,332.26416015625,137.1925811767578
2020-11-24,337.61810302734375,135.82720947265625
2020-11-25,337.0976257324219,135.40908813476562
2020-11-27,338.0364074707031,136.7231903076172
2020-11-30,336.53985595703125,136.5525360107422
2020-12-01,340.2206726074219,134.5391082763672
2020-12-02,340.93646240234375,133.47137451171875
2020-12-03,340.843505859375,134.54771423339844
2020-12-04,343.7807922363281,132.57449340820312
2020-12-07,343.0743713378906,133.77041625976562
2020-12-08,344.0782775878906,134.4024658203125
2020-12-09,340.9923095703125,133.9582977294922
2020-12-10,340.8807067871094,135.14566040039062
2020-12-11,340.4810485839844,135.6240234375
2020-12-14,338.9566650390625,135.2481689453125
2020-12-15,343.5391540527344,134.79541015625
2020-12-16,344.0782775878906,134.43663024902344
2020-12-17,346.0023498535156,134.0810089111328
2020-12-18,344.6207580566406,133.6790771484375
2020-12-21,343.38848876953125,134.20919799804688
2020-12-22,342.809814453125,134.90187072753906
2020-12-23,343.117919921875,133.96975708007812
2020-12-24,344.4528503417969,134.49998474121094
2020-12-28,347.41192626953125,134.55979919433594
2020-12-29,346.7491760253906,134.3887176513672
2020-12-30,347.243896484375,134.67947387695312
2020-12-31,349.00811767578125,134.8761444091797
2021-01-04,344.2566833496094,134.71376037597656
2021-01-05,346.6277160644531,133.71319580078125
2021-01-06,348.7000427246094,130.96835327148438
2021-01-07,353.880859375,129.81398010253906
2021-01-08,355.89715576171875,129.3949432373047
2021-01-11,353.4981384277344,129.1811981201172
2021-01-12,353.57281494140625,129.07855224609375
2021-01-13,354.5249938964844,130.53224182128906
2021-01-14,353.283447265625,129.30943298339844
2021-01-15,350.70709228515625,129.82257080078125
2021-01-19,353.4608154296875,130.24151611328125
2021-01-20,358.3523254394531,130.36976623535156
2021-01-21,358.6789855957031,129.454833984375
2021-01-22,357.409423828125,129.873779296875
2021-01-25,358.81890869140625,131.4044647216797
2021-01-26,358.25885009765625,131.15647888183594
2021-01-27,349.5028381347656,131.48997497558594
2021-01-28,352.5086669921875,130.76304626464844
2021-01-29,345.45159912109375,129.97642517089844
2021-02-01,351.2017517089844,130.12709045410156
2021-02-02,356.1678466796875,129.28810119628906
2021-02-03,356.4479675292969,128.14089965820312
2021-02-04,360.4992370605469,127.79850006103516
2021-02-05,361.9180603027344,126.72833251953125
2021-02-08,364.5318603515625,127.28484344482422
2021-02-09,364.2892150878906,127.37897491455078
2021-02-10,364.1304626464844,128.22654724121094
2021-02-11,364.7185363769531,127.52456665039062
2021-02-12,366.5201110839844,125.94075012207031
2021-02-16,366.2027893066406,124.02313995361328
2021-02-17,366.28680419921875,124.81070709228516
2021-02-18,364.7279052734375,124.30562591552734
2021-02-19,364.0837707519531,122.6532974243164
2021-02-22,361.2833251953125,121.72020721435547
2021-02-23,361.7220153808594,121.36921691894531
2021-02-24,365.7079772949219,120.57301330566406
2021-02-25,356.89599609375,118.6039810180664
2021-02-26,355.05706787109375,122.52489471435547
2021-03-01,363.6636962890625,120.90669250488281
2021-03-02,360.82598876953125,120.91525268554688
2021-03-03,356.0465393066406,119.60383605957031
2021-03-04,351.6405029296875,118.83244323730469
2021-03-05,358.1095275878906,119.06382751464844
2021-03-08,356.32659912109375,118.13811492919922
2021-03-09,361.4140319824219,119.77523803710938
2021-03-10,363.6636962890625,120.0152816772461
2021-03-11,367.3509521484375,119.14954376220703
2021-03-12,367.845703125,116.62103271484375
2021-03-15,370.0393371582031,117.30675506591797
2021-03-16,369.57269287109375,116.83528137207031
2021-03-17,370.83282470703125,115.96101379394531
2021-03-18,365.4373779296875,114.78677368164062
2021-03-19,364.7611999511719,115.4981918334961
2021-03-22,367.67376708984375,116.79244232177734
2021-03-23,364.7798767089844,117.84672546386719
2021-03-24,362.925537109375,118.4809799194336
2021-03-25,364.9671936035156,117.54668426513672
2021-03-26,370.8486633300781,117.13529968261719
2021-03-29,370.6613464355469,116.14099884033203
2021-03-30,369.6779479980469,116.74958801269531
2021-03-31,371.1764221191406,116.09815979003906
2021-04-01,375.1846923828125,118.0250244140625
2021-04-05,380.5698547363281,117.51007080078125
2021-04-06,380.3450012207031,118.30831909179688
2021-04-07,380.7852478027344,117.48435974121094
2021-04-08,382.59271240234375,118.45420837402344
2021-04-09,385.3742980957031,118.0250244140625
2021-04-12,385.5147399902344,117.9735336303711
2021-04-13,386.6572265625,118.85758972167969
2021-04-14,385.3367919921875,118.47994232177734
2021-04-15,389.47625732421875,120.46259307861328
2021-04-16,390.7780456542969,119.52709197998047
2021-04-19,388.85821533203125,119.18379974365234
2021-04-20,386.0110168457031,119.73306274414062
2021-04-21,389.6635437011719,119.97340393066406
2021-04-22,386.104736328125,120.49701690673828
2021-04-23,390.2910461425781,120.21373748779297
2021-04-26,391.10577392578125,120.04208374023438
2021-04-27,391.0215759277344,118.99494171142578
2021-04-28,390.9091796875,119.07217407226562
2021-04-29,393.4002685546875,118.72028350830078
2021-04-30,390.8155212402344,118.99494171142578
2021-05-03,391.6584777832031,119.06632232666016
2021-05-04,389.24212646484375,119.87428283691406
2021-05-05,389.36395263671875,120.07196044921875
2021-05-06,392.4731750488281,120.2696762084961
2021-05-07,395.32965087890625,119.67662811279297
2021-05-10,391.414794921875,118.46466827392578
2021-05-11,387.9216003417969,117.7940902709961
2021-05-12,379.6801452636719,116.55638885498047
2021-05-13,384.2410583496094,116.73686981201172
2021-05-14,390.1411437988281,117.8284912109375
2021-05-17,389.1484680175781,117.57923889160156
2021-05-18,385.79571533203125,117.27841186523438
2021-05-19,384.7842102050781,116.9947280883789
2021-05-20,388.9237365722656,117.95741271972656
2021-05-21,388.6052551269531,118.33568572998047
2021-05-24,392.5668029785156,118.7740478515625
2021-05-25,391.6959228515625,119.87428283691406
2021-05-26,392.4731750488281,119.66802978515625
2021-05-27,392.6791687011719,119.1866226196289
2021-05-28,393.381591796875,118.99751281738281
2021-06-01,393.0351257324219,118.97083282470703
2021-06-02,393.6531982421875,119.24628448486328
2021-06-03,392.19219970703125,118.79869842529297
2021-06-04,395.7791748046875,120.42560577392578
2021-06-07,395.395263671875,120.05545043945312
2021-06-08,395.4794616699219,120.8990249633789
2021-06-09,394.8894348144531,121.96640014648438
2021-06-10,396.7250061035156,122.69808197021484
2021-06-11,397.380615234375,122.50011444091797
2021-06-14,398.2703552246094,121.56185913085938
2021-06-15,397.5398254394531,121.4155502319336
2021-06-16,395.3202819824219,121.31224060058594
2021-06-17,395.1890563964844,123.12845611572266
2021-06-18,389.8578796386719,125.44397735595703
2021-06-21,395.4390869140625,123.34367370605469
2021-06-22,397.5531311035156,123.64498901367188
2021-06-23,397.0740051269531,123.32643127441406
2021-06-24,399.4229431152344,123.52447509765625
2021-06-25,400.8417053222656,122.24188232421875
2021-06-28,401.6498107910156,123.49861145019531
2021-06-29,401.865966796875,123.7052001953125
2021-06-30,402.2041320800781,124.25615692138672
2021-07-01,404.4309997558594,124.2630386352539
2021-07-02,407.5222473144531,125.01287078857422
2021-07-06,406.7799377441406,126.47813415527344
2021-07-07,408.21759033203125,127.59867095947266
2021-07-08,404.891357421875,128.0985565185547
2021-07-09,409.2135925292969,126.29716491699219
2021-07-12,410.6793212890625,126.13341522216797
2021-07-13,409.279296875,125.16802215576172
2021-07-14,409.8900451660156,126.59020233154297
2021-07-15,408.49005126953125,127.98646545410156
2021-07-16,405.2859802246094,127.74522399902344
2021-07-19,399.30084228515625,130.54641723632812
2021-07-20,405.0229187011719,129.28799438476562
2021-07-21,408.3021240234375,127.65032196044922
2021-07-22,409.1571960449219,128.85704040527344
2021-07-23,413.3665771484375,127.99514770507812
2021-07-26,414.38134765625,127.61589050292969
2021-07-27,412.49273681640625,128.97769165039062
2021-07-28,412.3236083984375,128.98626708984375
2021-07-29,414.03375244140625,128.2709503173828
2021-07-30,412.0229797363281,128.87429809570312
2021-08-02,411.15850830078125,130.02377319335938
2021-08-03,414.5035400390625,130.0928192138672
2021-08-04,412.46453857421875,130.36033630371094
2021-08-05,415.0766296386719,129.69586181640625
2021-08-06,415.7625427246094,127.52981567382812
2021-08-09,415.42437744140625,127.07246398925781
2021-08-10,415.94110107421875,126.48560333251953
2021-08-11,416.9745788574219,126.40792083740234
2021-08-12,418.22430419921875,126.20089721679688
2021-08-13,418.9853515625,128.19422912597656
2021-08-16,419.9719543457031,128.5049285888672
2021-08-17,417.2188720703125,128.453125
2021-08-18,412.6525573730469,128.88465881347656
2021-08-19,413.2914733886719,129.83389282226562
2021-08-20,416.58001708984375,129.9202117919922
2021-08-23,420.24444580078125,129.83389282226562
2021-08-24,420.9115295410156,128.82418823242188
2021-08-25,421.7947998046875,127.75420379638672
2021-08-26,419.3048400878906,128.1079864501953
2021-08-27,423.0538635253906,128.9795684814453
2021-08-30,424.91424560546875,129.31617736816406
2021-08-31,424.2846984863281,128.4359130859375
2021-09-01,424.5102233886719,128.65101623535156
2021-09-02,425.8163146972656,129.21270751953125
2021-09-03,425.712890625,128.03759765625
2021-09-07,424.1907653808594,126.95746612548828
2021-09-08,423.6739501953125,127.82157897949219
2021-09-09,421.8606262207031,129.3682861328125
2021-09-10,418.53436279296875,128.2276153564453
2021-09-13,419.6054992675781,129.0053253173828
2021-09-14,417.3410949707031,130.56930541992188
2021-09-15,420.8269958496094,130.11129760742188
2021-09-16,420.1598815917969,129.51513671875
2021-09-17,416.0670166015625,128.8929901123047
2021-09-20,409.1295471191406,130.4915771484375
2021-09-21,408.7430419921875,130.37921142578125
2021-09-22,412.7301940917969,131.15689086914062
2021-09-23,417.74493408203125,128.19308471679688
2021-09-24,418.4330749511719,126.94023895263672
2021-09-27,417.23590087890625,126.47359466552734
2021-09-28,408.8278503417969,124.50354766845703
2021-09-29,409.5159912109375,124.71955871582031
2021-09-30,404.5107421875,124.7022705078125
2021-10-01,409.31805419921875,125.75172424316406
2021-10-04,404.03936767578125,125.43158721923828
2021-10-05,408.2434387207031,124.22039794921875
2021-10-06,409.9401550292969,124.92117309570312
2021-10-07,413.484375,123.61475372314453
2021-10-08,412.7301940917969,122.74955749511719
2021-10-11,409.7422180175781,122.43811798095703
2021-10-12,408.7336120605469,124.53182220458984
2021-10-13,410.2040710449219,125.74307250976562
2021-10-14,417.10394287109375,126.21027374267578
2021-10-15,420.280517578125,125.47490692138672
2021-10-18,421.5247497558594,126.06317138671875
2021-10-19,424.7767639160156,124.3241958618164
2021-10-20,426.4451904296875,123.4849853515625
2021-10-21,427.5574645996094,123.33790588378906
2021-10-22,427.114501953125,124.69625091552734
2021-10-25,429.405029296875,124.50585174560547
2021-10-26,429.7914733886719,125.53545379638672
2021-10-27,427.8873596191406,127.81944274902344
2021-10-28,432.0159912109375,127.38685607910156
2021-10-29,432.892578125,127.77621459960938
2021-11-01,433.6372375488281,126.85625457763672
2021-11-02,435.3905029296875,127.4192886352539
2021-11-03,438.0486755371094,126.1025619506836
2021-11-04,440.11297607421875,127.42798614501953
2021-11-05,441.6400451660156,129.333740234375
2021-11-08,442.0170593261719,129.0911865234375
2021-11-09,440.55609130859375,130.77175903320312
2021-11-10,437.0118103027344,128.38087463378906
2021-11-11,437.1531982421875,128.1903076171875
2021-11-12,440.4523620605469,127.62721252441406
2021-11-15,440.6031188964844,126.02459716796875
2021-11-16,442.3470458984375,125.70408630371094
2021-11-17,441.2724304199219,126.7002944946289
2021-11-18,442.77117919921875,127.17674255371094
2021-11-19,441.9793701171875,128.51947021484375
2021-11-22,440.7351379394531,127.01214599609375
2021-11-23,441.31951904296875,125.17564392089844
2021-11-24,442.49774169921875,127.18537902832031
2021-11-26,432.62872314453125,130.39926147460938
2021-11-29,437.93560791015625,129.3510284423828
2021-11-30,429.4144592285156,131.31748962402344
2021-12-01,424.64483642578125,132.12754821777344
2021-12-02,431.14874267578125,132.29232788085938
2021-12-03,427.397216796875,133.87088012695312
2021-12-06,432.45904541015625,132.0321044921875
2021-12-07,441.4044189453125,130.96536254882812
2021-12-08,442.57318115234375,128.7017059326172
2021-12-09,439.5851135253906,129.4215545654297
2021-12-10,443.7231140136719,129.10931396484375
2021-12-13,439.79254150390625,131.01742553710938
2021-12-14,436.7667236328125,130.70518493652344
2021-12-15,443.5912170410156,129.44754028320312
2021-12-16,439.6794128417969,129.49790954589844
2021-12-17,434.9999694824219,130.96534729003906
2021-12-20,430.3744201660156,129.9841766357422
2021-12-21,438.0174560546875,129.48931884765625
2021-12-22,442.3970947265625,130.08834838867188
2021-12-23,445.149658203125,128.9595489501953
2021-12-27,451.4494934082031,129.27218627929688
2021-12-28,451.08056640625,128.7598419189453
2021-12-29,451.6576232910156,127.3531723022461
2021-12-30,450.4089660644531,128.42120361328125
2021-12-31,449.2738952636719,128.6730499267578
2022-01-03,451.87518310546875,125.29535675048828
2022-01-04,451.7237854003906,124.77439880371094
2022-01-05,443.04974365234375,124.09705352783203
2022-01-06,442.633544921875,124.41836547851562
2022-01-07,440.8835754394531,123.52403259277344
2022-01-10,440.3349914550781,123.82792663574219
2022-01-11,444.345703125,124.65288543701172
2022-01-12,445.5469055175781,124.17517852783203
2022-01-13,439.40789794921875,125.27804565429688
2022-01-14,439.5877380371094,123.38511657714844
2022-01-18,431.8027038574219,121.64852905273438
2022-01-19,427.319091796875,122.49079895019531
2022-01-20,422.5894470214844,123.24618530273438
2022-01-21,414.2938232421875,124.71363067626953
2022-01-24,416.05316162109375,123.6889877319336
2022-01-25,410.97357177734375,123.48929595947266
2022-01-26,409.9425964355469,121.99584197998047
2022-01-27,407.9183044433594,124.23605346679688
2022-01-28,418.049072265625,124.27949523925781
2022-01-31,425.5786437988281,123.63690948486328
2022-02-01,428.4542541503906,123.22647857666016
2022-02-02,432.6163024902344,123.64389038085938
2022-02-03,422.4476013183594,122.6786880493164
2022-02-04,424.4340515136719,120.87010192871094
2022-02-07,423.07196044921875,120.94840240478516
2022-02-08,426.5528869628906,120.13983154296875
2022-02-09,432.79595947265625,120.36582946777344
2022-02-10,425.0205078125,118.45291137695312
2022-02-11,416.6396484375,120.20932006835938
2022-02-14,415.2774353027344,118.71378326416016
2022-02-15,421.97467041015625,117.36599731445312
2022-02-16,422.4476013183594,118.0616455078125
2022-02-17,413.423583984375,118.93985748291016
2022-02-18,410.74658203125,120.19194793701172
2022-02-22,406.3385925292969,120.50494384765625
2022-02-23,399.13067626953125,118.8442153930664
2022-02-24,405.13720703125,118.92241668701172
2022-02-25,414.0762023925781,119.00943756103516
2022-02-28,413.0168151855469,121.61793518066406
2022-03-01,406.72650146484375,123.02404022216797
2022-03-02,414.20867919921875,118.81877899169922
2022-03-03,412.1465759277344,120.02897644042969
2022-03-04,408.7979431152344,122.10111236572266
2022-03-07,396.7469482421875,121.16954040527344
2022-03-08,393.7389831542969,119.95059204101562
2022-03-09,404.2953796386719,118.77520751953125
2022-03-10,402.46978759765625,117.0687484741211
2022-03-11,397.3523864746094,117.46051025390625
2022-03-14,394.4483947753906,114.71793365478516
2022-03-15,403.12249755859375,114.51769256591797
2022-03-16,412.0614013671875,115.64086151123047
2022-03-17,417.2166442871094,114.77892303466797
2022-03-18,421.7863464355469,116.18065643310547
2022-03-21,421.6629638671875,113.49032592773438
2022-03-22,426.59710693359375,112.03633117675781
2022-03-23,421.1031494140625,114.49153900146484
2022-03-24,427.4510498046875,113.59481048583984
2022-03-25,429.5384826660156,112.0189208984375
2022-03-28,432.5939025878906,112.97662353515625
2022-03-29,437.94537353515625,113.82987976074219
2022-03-30,435.24114990234375,114.71793365478516
2022-03-31,428.5422668457031,114.99654388427734
2022-04-01,429.7568054199219,115.43431854248047
2022-04-04,433.4383850097656,114.63206481933594
2022-04-05,427.9634094238281,112.04225158691406
2022-04-06,423.6841125488281,111.13539123535156
2022-04-07,425.8190002441406,110.29826354980469
2022-04-08,424.68035888671875,109.10360717773438
2022-04-11,417.4216613769531,107.37712860107422
2022-04-12,415.8749084472656,107.22886657714844
2022-04-13,420.6382141113281,107.44683837890625
2022-04-14,415.4005432128906,105.29305267333984
2022-04-18,415.5713195800781,104.76982879638672
2022-04-19,422.2798156738281,103.98505401611328
2022-04-20,421.96661376953125,106.07782745361328
2022-04-21,415.6567077636719,105.29305267333984
2022-04-22,404.2514953613281,104.63033294677734
2022-04-25,406.59515380859375,105.67670440673828
2022-04-26,394.81982421875,106.74053955078125
2022-04-27,395.9300231933594,105.37150573730469
2022-04-28,405.9309387207031,105.5284652709961
2022-04-29,390.9294738769531,104.15945434570312
2022-05-02,393.2826843261719,102.35397338867188
2022-05-03,395.0855407714844,103.04399108886719
2022-05-04,407.11700439453125,103.61177825927734
2022-05-05,392.6469421386719,100.77297973632812
2022-05-06,390.3032531738281,99.28805541992188
2022-05-09,377.8067932128906,100.16151428222656
2022-05-10,378.6797790527344,101.0699691772461
2022-05-11,372.6639404296875,103.0177993774414
2022-05-12,372.27496337890625,102.82565307617188
2022-05-13,381.17523193359375,101.30579376220703
2022-05-16,379.62860107421875,101.20100402832031
2022-05-17,387.4377136230469,99.97811126708984
2022-05-18,371.8194274902344,102.10940551757812
2022-05-19,369.5422058105469,102.35397338867188
2022-05-20,369.7035217285156,103.51570892333984
2022-05-23,376.6207275390625,101.81243896484375
2022-05-24,373.7457580566406,103.8214111328125
2022-05-25,377.0476989746094,104.23194885253906
2022-05-26,384.5816650390625,103.76028442382812
2022-05-27,394.0227355957031,104.0135726928711
2022-05-31,391.81195068359375,101.81243896484375
2022-06-01,388.642822265625,101.69600677490234
2022-06-02,396.0438537597656,101.74852752685547
2022-06-03,389.544189453125,101.52977752685547
2022-06-06,390.7302551269531,99.65721130371094
